Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Course,Fathers_occupation,Previous_qualification_grade,Curricular_units_1st_sem_grade,Admission_grade,Target
0,0.0,171,3,130.0,0.0,148.6,Dropout
0,0.0,9238,8,116.0,11.0,108.7,Dropout
6,11.33333333,9003,6,130.0,11.5,130.0,Enrolled
2,12.5,9238,2,140.0,13.33333333,124.6,Dropout
8,13.472,9500,7,134.0,14.59444444,131.0,Graduate
3,10.66666667,9130,6,130.0,11.0,130.0,Dropout
0,0.0,9119,3,122.0,0.0,116.1,Dropout
0,0.0,9773,7,128.0,0.0,125.6,Dropout
2,12.0,9119,9,130.0,12.0,121.3,Dropout
5,13.2,9119,7,113.0,14.0,107.4,Graduate
5,11.8,9254,4,126.0,13.57142857,116.9,Graduate
0,0.0,9670,7,135.0,0.0,123.5,Dropout
6,13.85714286,9670,9,141.0,14.25,130.5,Graduate
0,0.0,9085,3,133.1,0.0,140.0,Dropout
0,0.0,9853,3,133.1,0.0,117.1,Dropout
7,13.54285714,9500,6,144.0,13.54285714,127.5,Graduate
7,11.71428571,8014,9,140.0,13.11111111,126.0,Graduate
7,12.14285714,8014,0,100.0,12.66666667,113.0,Graduate
2,10.0,9147,5,135.0,10.75,130.1,Dropout
2,10.0,9991,9,130.0,10.75,110.0,Dropout
6,13.33333333,9070,7,147.0,13.66666667,135.8,Graduate
6,12.83333333,8014,0,149.0,13.83333333,126.3,Graduate
16,13.0,9070,0,130.0,13.17647059,130.0,Dropout
5,12.6,8014,0,120.0,12.75,104.0,Dropout
5,12.86,9500,7,125.0,12.86,123.6,Enrolled
4,12.0,8014,8,133.1,12.0,121.0,Dropout
9,12.55555556,9238,6,149.0,11.66666667,130.5,Graduate
11,16.90909091,8014,4,180.0,16.5,180.0,Graduate
7,11.77777778,9238,90,110.0,12.33333333,112.5,Graduate
7,12.82,9500,2,131.0,12.59125,126.1,Enrolled
3,11.0,9238,9,117.0,11.5,111.8,Dropout
13,12.92307692,9003,9,120.0,11.89473684,131.4,Graduate
0,0.0,9238,6,160.0,0.0,144.3,Dropout
0,0.0,9254,5,100.0,0.0,115.0,Dropout
2,11.5,9003,2,140.0,13.0,120.0,Enrolled
0,0.0,9003,6,160.0,0.0,168.6,Dropout
6,14.83333333,9773,5,141.0,15.16666667,127.7,Graduate
2,13.5,9130,9,130.0,11.75,150.0,Dropout
1,15.0,9119,3,142.0,0.0,129.8,Enrolled
0,0.0,171,8,130.0,0.0,135.6,Dropout
3,14.75,9254,4,133.1,11.33333333,100.0,Dropout
5,13.2,9003,6,140.0,12.6,140.0,Graduate
1,14.0,9119,10,129.0,0.0,124.1,Dropout
4,15.5,9085,9,148.0,15.5,131.6,Dropout
7,12.36571429,9500,4,143.0,12.36571429,129.0,Graduate
5,13.25,9670,9,128.0,13.2,135.7,Enrolled
7,11.85714286,9070,9,100.0,11.42857143,108.0,Enrolled
0,0.0,9238,10,116.0,0.0,110.8,Dropout
6,12.33333333,9773,4,128.0,14.0,124.5,Graduate
5,11.8,9003,4,120.0,12.0,100.0,Dropout
3,12.0,9773,3,121.0,0.0,123.8,Dropout
3,11.33333333,9147,9,137.0,10.0,131.4,Dropout
1,10.0,9147,8,115.0,10.0,118.5,Dropout
0,0.0,171,9,129.0,0.0,122.0,Dropout
3,11.66666667,9254,9,125.0,11.16666667,122.9,Enrolled
3,11.33333333,9238,7,125.0,11.75,118.7,Enrolled
0,0.0,9003,8,133.1,11.75,100.0,Dropout
1,11.0,9147,9,131.0,10.0,135.9,Dropout
5,12.8,9130,5,133.1,14.0,138.4,Graduate
0,0.0,9085,99,133.1,0.0,128.2,Dropout
0,0.0,9773,5,114.0,12.0,107.4,Dropout
0,0.0,9773,3,127.0,0.0,129.8,Dropout
5,11.6,9003,6,130.0,11.88888889,100.0,Dropout
6,13.66666667,9773,7,121.0,13.83333333,113.0,Graduate
0,0.0,9991,9,120.0,0.0,107.0,Dropout
5,12.4,9773,9,120.0,11.4,130.0,Dropout
2,11.0,9003,9,120.0,0.0,120.0,Dropout
12,10.66666667,9003,9,120.0,10.64285714,120.5,Dropout
0,0.0,9238,4,133.1,11.0,120.5,Dropout
6,16.66666667,9773,9,124.0,16.83333333,137.0,Graduate
5,13.2,9254,9,150.0,13.57142857,115.0,Graduate
5,14.375,9991,10,133.1,14.71428571,142.7,Graduate
0,0.0,9670,2,116.0,0.0,116.7,Dropout
1,11.0,9991,10,133.1,10.0,136.1,Dropout
4,11.75,9003,7,133.1,11.0,134.3,Dropout
0,0.0,9773,7,167.0,11.0,153.0,Dropout
6,12.83333333,9773,9,140.0,12.0,132.0,Graduate
6,11.85714286,9238,7,124.0,11.125,129.6,Graduate
2,11.5,9085,6,110.0,11.33333333,105.0,Dropout
0,0.0,9773,5,150.0,12.0,130.8,Dropout
0,0.0,9500,7,123.0,0.0,119.7,Dropout
7,14.54,9500,9,152.0,14.54,132.5,Graduate
4,13.0,9003,10,130.0,12.16666667,130.0,Graduate
3,11.66666667,9085,4,133.1,13.5,120.0,Dropout
5,14.33333333,9670,5,133.1,14.75,150.0,Graduate
5,11.66666667,9147,9,124.0,12.375,115.6,Graduate
6,12.73333333,9500,10,119.1,12.73333333,119.1,Graduate
0,0.0,9070,3,128.0,12.5,123.5,Dropout
0,0.0,9130,1,133.1,0.0,120.0,Dropout
0,0.0,9500,0,133.1,0.0,110.0,Dropout
7,13.77142857,9500,10,145.0,13.44285714,131.4,Dropout
8,14.2,9500,3,141.0,14.2,126.8,Graduate
6,13.55,9500,9,118.9,13.55,118.9,Graduate
5,11.16666667,9991,9,160.0,11.6,160.0,Graduate
6,15.28571429,9773,3,111.0,13.57142857,115.9,Graduate
6,15.0,9254,7,111.0,13.83333333,109.3,Graduate
4,10.85714286,9670,9,123.0,11.25,113.9,Dropout
4,11.25,9238,9,133.0,10.2,121.8,Graduate
7,15.67571429,9500,5,140.0,15.67571429,140.0,Graduate
6,12.0,9238,7,122.0,10.83333333,114.7,Graduate
5,15.0,9254,8,128.0,14.5,120.0,Enrolled
4,10.75,9238,9,108.0,10.4,107.3,Enrolled
5,13.33333333,9085,3,139.0,13.0,136.2,Graduate
8,14.125,9556,8,130.0,12.24285714,119.5,Graduate
6,12.5,9853,182,133.1,13.0,106.0,Enrolled
6,13.42857143,9670,9,130.0,14.16666667,124.1,Enrolled
4,12.5,9147,7,143.0,14.25,133.2,Graduate
2,10.5,9085,90,110.0,12.0,110.0,Dropout
5,13.82,9500,6,120.0,13.25,114.8,Enrolled
6,13.18333333,9500,7,140.0,13.18333333,130.0,Graduate
0,0.0,9070,5,125.0,11.0,122.6,Enrolled
8,12.65125,9500,6,134.0,11.9725,133.5,Graduate
5,12.8,9254,7,130.0,12.4,120.0,Graduate
5,11.25,9147,9,120.0,12.6,120.0,Enrolled
6,13.9,9500,9,142.0,13.9,137.3,Graduate
3,11.0,9254,6,127.0,11.5,123.5,Enrolled
4,11.85714286,9147,10,140.0,14.2,131.8,Enrolled
3,10.66666667,9147,7,140.0,10.66666667,130.0,Dropout
0,0.0,9500,5,142.0,0.0,128.0,Dropout
3,11.33333333,9254,8,120.0,11.0,95.0,Graduate
7,13.95714286,9500,9,124.0,13.95714286,116.0,Graduate
3,13.66666667,9238,5,157.0,12.5,136.7,Enrolled
6,15.28571429,9238,7,126.6,13.33333333,107.5,Graduate
0,0.0,9119,90,110.0,0.0,108.4,Dropout
5,11.6,9773,4,144.0,11.66666667,130.7,Enrolled
6,15.5,8014,10,160.0,15.71428571,155.9,Graduate
5,11.4,9254,6,105.0,11.0,106.1,Graduate
4,12.75,9670,5,130.0,12.25,128.6,Graduate
8,12.22222222,9991,4,140.0,12.2,140.0,Dropout
5,14.0,9147,6,138.0,13.0,145.0,Graduate
6,13.0,8014,6,120.0,12.0,113.0,Graduate
6,12.33333333,9853,7,135.0,13.33333333,137.1,Graduate
3,13.0,9670,6,119.0,13.0,119.7,Enrolled
7,12.91,9500,3,121.0,12.91,120.5,Graduate
3,11.0,9238,5,126.0,11.0,125.7,Graduate
8,12.93625,9500,7,132.0,13.58,125.5,Graduate
6,12.5,9238,5,128.0,12.4,124.5,Graduate
7,13.0,8014,5,160.0,12.88888889,126.0,Graduate
9,11.7,171,4,125.0,11.54545455,136.2,Enrolled
0,0.0,9147,10,127.0,10.0,124.2,Enrolled
8,14.34125,9500,3,147.0,14.34125,138.5,Graduate
5,12.0,9773,3,130.0,14.14285714,122.3,Dropout
0,0.0,171,5,134.0,0.0,126.0,Graduate
4,11.25,9003,6,140.0,11.8,135.4,Enrolled
6,14.16666667,9773,9,151.0,13.33333333,146.5,Graduate
6,12.85714286,9130,9,132.0,14.5,121.9,Graduate
10,13.4,9991,3,130.0,12.66666667,130.0,Graduate
2,10.0,9147,9,126.0,10.0,115.2,Enrolled
0,0.0,9670,9,119.0,0.0,115.2,Dropout
4,12.5,9254,5,123.0,11.0,125.1,Enrolled
4,11.0,9130,9,106.0,12.0,108.0,Dropout
2,13.5,9254,9,121.0,10.0,125.9,Enrolled
8,15.12777778,9500,5,138.0,14.20857143,128.0,Graduate
8,15.0125,9500,10,118.0,14.30714286,113.5,Graduate
4,13.375,9147,5,120.0,11.0,124.6,Enrolled
0,0.0,9853,4,133.1,0.0,116.0,Dropout
4,11.0,9238,2,141.0,12.0,124.9,Graduate
0,0.0,9147,8,180.0,0.0,140.5,Dropout
0,0.0,9003,8,180.0,0.0,179.6,Dropout
6,14.28571429,9773,8,115.0,13.85714286,116.1,Graduate
0,0.0,171,6,142.0,0.0,139.4,Graduate
0,0.0,9556,7,135.0,0.0,129.0,Dropout
5,13.0,9670,4,150.0,11.0,135.6,Graduate
5,14.4,9147,10,153.0,13.2,147.8,Graduate
3,15.33333333,9085,9,153.0,13.5,138.0,Dropout
0,0.0,9147,7,150.0,0.0,150.0,Dropout
7,14.21428571,9500,4,144.0,14.21428571,130.8,Graduate
5,12.4,9085,90,130.0,13.0,122.6,Graduate
1,10.0,9773,1,125.0,12.0,119.1,Dropout
0,0.0,9500,10,133.1,0.0,111.8,Dropout
5,12.6,9147,10,133.0,12.8,125.0,Graduate
4,12.2,9085,9,140.0,13.6,129.9,Graduate
8,15.75,9500,10,133.0,13.97142857,131.1,Graduate
6,14.85714286,9085,4,154.0,15.0,141.4,Graduate
0,0.0,9085,9,133.1,0.0,120.0,Dropout
17,15.02352941,9500,4,168.0,15.07777778,133.4,Graduate
6,13.38333333,9500,3,132.0,13.38333333,127.3,Graduate
10,13.09090909,171,5,133.1,13.25,131.8,Graduate
2,10.66666667,9238,5,120.0,11.71428571,114.8,Dropout
8,13.01125,9500,5,150.0,13.01125,132.8,Graduate
4,12.0,9003,4,140.0,10.66666667,140.0,Dropout
0,0.0,9500,9,103.0,0.0,108.3,Enrolled
3,12.66666667,9085,4,150.0,13.0,150.0,Graduate
5,11.4,9991,9,160.0,12.0,160.0,Graduate
5,13.8,9070,3,131.0,12.16666667,131.7,Graduate
7,13.65,9500,3,114.0,11.85,112.6,Graduate
5,11.2,9991,9,120.0,11.0,111.1,Graduate
8,11.736,9500,7,140.0,12.32777778,127.5,Graduate
5,13.42857143,9085,7,130.0,12.0,120.2,Graduate
8,14.51111111,9500,5,121.0,14.42857143,118.9,Graduate
8,12.6125,9500,7,130.0,13.78,119.9,Graduate
6,13.8,9500,4,141.0,13.8,127.3,Graduate
7,15.14285714,9853,7,131.0,14.85714286,127.9,Graduate
5,12.6,9773,9,133.1,13.0,133.0,Enrolled
6,13.33333333,9238,7,117.0,12.14285714,114.6,Graduate
6,14.83333333,9085,2,151.0,15.66666667,144.5,Graduate
7,12.16666667,9500,3,131.0,12.5,125.4,Graduate
6,13.16666667,9238,7,145.0,12.83333333,145.0,Graduate
0,0.0,9003,6,135.0,0.0,138.1,Dropout
6,12.66666667,9070,8,119.0,12.5,124.6,Graduate
5,13.0,9773,9,122.0,11.25,130.8,Graduate
6,15.25,9500,3,155.0,15.25,140.5,Graduate
3,12.0,9085,9,123.0,14.0,124.1,Graduate
11,12.09090909,9238,4,130.0,12.07692308,118.4,Graduate
9,14.88888889,9853,135,133.1,14.625,128.2,Graduate
2,10.5,9853,5,114.0,10.5,109.5,Dropout
6,12.16666667,9238,171,137.0,12.83333333,131.1,Graduate
5,11.8,9773,9,161.0,12.5,137.9,Graduate
9,12.77777778,171,4,133.1,11.23076923,128.2,Graduate
0,0.0,9991,9,133.1,10.5,126.5,Dropout
2,12.0,9853,9,128.0,12.0,120.0,Dropout
8,12.3,9556,6,133.1,10.98571429,123.0,Graduate
3,14.16666667,9500,6,130.0,12.62,130.0,Dropout
8,14.2125,9500,8,147.0,13.0,141.1,Dropout
0,0.0,9119,9,140.0,0.0,140.0,Dropout
0,0.0,9119,2,140.0,0.0,133.6,Dropout
6,13.33333333,9254,5,133.1,13.5,123.5,Graduate
6,13.51666667,9500,9,141.0,13.51666667,136.3,Graduate
6,13.28571429,9070,9,128.0,13.16666667,123.5,Graduate
0,0.0,9085,10,150.0,0.0,112.0,Dropout
6,13.0,9003,9,160.0,13.125,160.0,Graduate
0,0.0,9003,7,133.1,14.4,110.0,Dropout
0,0.0,9853,9,128.0,12.0,116.8,Dropout
0,0.0,9254,9,114.0,0.0,109.5,Dropout
0,0.0,9556,10,133.1,0.0,100.0,Dropout
3,10.5,9147,6,126.0,10.8,117.3,Enrolled
0,0.0,9670,9,133.1,0.0,130.0,Dropout
8,15.52222222,9500,3,129.0,16.13142857,137.8,Graduate
8,14.8,9500,7,140.0,14.83857143,136.5,Graduate
3,12.0,9991,5,133.1,10.33333333,138.7,Dropout
4,11.25,9254,4,134.0,12.0,124.9,Dropout
0,0.0,8014,7,133.1,0.0,140.0,Dropout
6,14.0,9254,8,132.0,13.16666667,122.6,Graduate
8,13.9475,9500,9,131.0,13.9475,129.5,Graduate
0,0.0,9670,7,133.1,11.33333333,155.0,Dropout
7,12.28571429,8014,7,133.1,12.75,100.0,Graduate
5,11.25,9147,8,160.0,12.6,137.6,Graduate
6,12.25,9500,2,120.0,12.25,120.0,Dropout
2,11.66666667,9556,144,114.0,0.0,114.0,Enrolled
5,11.4,9991,7,140.0,11.0,139.0,Enrolled
9,12.7,9003,5,100.0,11.83333333,110.0,Graduate
6,13.06666667,9500,9,139.0,13.06666667,128.5,Dropout
6,13.875,9070,5,136.0,13.83333333,132.2,Graduate
0,0.0,9500,3,130.0,13.83333333,130.0,Dropout
5,13.2,9130,7,145.0,11.8,129.3,Graduate
10,12.81818182,171,8,133.1,13.33333333,128.2,Enrolled
8,13.74625,9500,9,146.0,13.74625,130.3,Graduate
0,0.0,171,2,159.0,0.0,162.5,Dropout
0,0.0,8014,0,133.1,0.0,130.0,Dropout
0,0.0,9130,8,110.0,0.0,110.0,Dropout
5,14.5,9670,10,120.0,13.33333333,142.3,Graduate
5,11.4,9238,9,130.0,10.0,122.0,Enrolled
6,15.28571429,9085,9,158.0,15.66666667,153.6,Graduate
7,11.85714286,9853,3,122.0,11.85714286,112.9,Graduate
5,13.6,9085,4,140.0,14.5,124.1,Graduate
6,13.71428571,9238,4,136.0,12.16666667,129.7,Graduate
6,12.0,9773,9,111.0,12.6,110.0,Graduate
7,12.28571429,9500,8,145.0,12.28571429,136.3,Enrolled
6,13.0,9238,193,133.1,12.66666667,146.0,Graduate
0,0.0,9500,8,140.0,0.0,129.9,Dropout
4,13.0,9254,8,140.0,12.85714286,140.9,Graduate
7,13.9,9500,10,156.0,13.9,135.5,Graduate
7,13.81714286,9500,7,132.0,13.81714286,122.0,Graduate
7,12.875,9556,5,140.0,13.31428571,140.0,Graduate
0,0.0,9130,0,164.0,0.0,163.0,Dropout
6,12.16666667,9254,7,113.0,12.16666667,107.4,Graduate
3,11.33333333,9254,9,122.0,11.25,114.3,Dropout
6,12.75,9070,2,150.0,12.4,140.8,Enrolled
6,14.57142857,9773,5,135.0,14.66666667,126.3,Graduate
4,12.0,9085,9,133.1,12.0,110.0,Dropout
3,12.66666667,9085,101,122.0,14.0,126.2,Graduate
4,13.66666667,9003,5,140.0,12.57142857,140.0,Enrolled
6,12.625,9085,1,138.0,15.53846154,123.0,Graduate
0,0.0,9773,5,130.0,0.0,157.0,Dropout
6,14.83333333,9130,2,157.0,15.0,149.7,Graduate
5,13.28571429,9130,3,140.0,12.25,140.0,Graduate
9,15.55555556,9085,7,170.0,15.69230769,170.0,Graduate
5,12.75,9991,7,150.0,12.28571429,130.2,Graduate
11,11.25,171,9,146.0,11.83333333,135.5,Enrolled
5,14.0,8014,4,120.0,12.16666667,118.3,Enrolled
8,11.95625,9556,9,118.0,11.88888889,116.3,Graduate
0,0.0,8014,9,120.0,0.0,120.0,Dropout
5,12.6,9670,7,154.0,11.8,154.7,Graduate
6,11.66666667,9238,3,139.0,11.16666667,132.7,Graduate
8,14.6,9500,3,136.0,14.05714286,130.8,Graduate
4,10.0,9254,9,130.0,11.75,122.7,Dropout
6,13.0,9238,6,133.1,13.16666667,130.0,Enrolled
6,14.0,9238,7,133.0,13.5,123.6,Graduate
8,13.0625,9500,9,143.0,12.625,116.5,Graduate
0,0.0,9085,7,117.0,0.0,111.1,Dropout
7,13.97142857,9500,7,145.0,13.97142857,136.3,Graduate
0,0.0,9070,7,134.0,11.0,129.8,Dropout
5,15.33333333,9991,8,170.0,12.8,134.7,Graduate
5,12.8,9670,7,143.0,13.57142857,131.8,Enrolled
0,0.0,171,9,140.0,0.0,126.8,Dropout
4,11.0,9085,6,131.0,11.5,130.7,Enrolled
4,12.0,9254,5,115.0,11.25,109.8,Enrolled
5,13.14285714,9991,3,130.0,13.71428571,133.9,Graduate
0,0.0,9147,9,130.0,0.0,109.9,Dropout
3,14.66666667,9130,3,160.0,12.0,160.0,Dropout
6,13.33333333,8014,7,133.1,12.66666667,106.5,Graduate
7,13.29,9500,7,130.0,13.29,120.0,Enrolled
9,10.44444444,9991,10,140.0,10.375,107.8,Enrolled
1,13.0,8014,0,133.1,12.0,100.0,Dropout
6,11.16666667,8014,0,150.0,11.4,112.5,Graduate
3,12.6,9991,8,140.0,13.25,135.5,Dropout
0,0.0,9500,10,145.0,13.86166667,145.0,Dropout
6,12.14285714,9773,7,126.0,12.16666667,119.0,Graduate
6,14.5,9238,5,130.0,13.75,130.0,Graduate
6,15.43333333,9500,8,135.0,15.43333333,126.3,Graduate
6,15.5,8014,9,133.1,13.83333333,113.5,Graduate
11,11.36363636,9991,9,120.0,11.83333333,120.0,Graduate
0,0.0,9556,5,120.0,0.0,111.3,Dropout
0,0.0,9238,0,147.0,0.0,130.2,Dropout
8,12.625,9556,8,149.0,12.33333333,140.2,Enrolled
6,12.16666667,9070,9,124.0,11.16666667,113.9,Graduate
6,12.42857143,9085,9,133.1,14.66666667,99.0,Graduate
4,11.75,9147,9,125.0,11.2,124.0,Enrolled
6,14.16666667,9238,10,141.0,13.71428571,138.9,Graduate
5,11.44444444,9147,9,131.0,12.8,130.0,Graduate
5,11.8,9773,7,118.0,13.25,120.8,Graduate
6,13.78,9500,7,129.0,13.78,127.8,Dropout
7,15.11,9500,5,136.0,15.11,126.0,Graduate
5,11.2,9238,5,134.0,11.0,126.0,Graduate
7,15.79857143,9500,5,153.0,15.79857143,138.5,Graduate
8,15.6,9500,9,119.0,13.77571429,119.4,Graduate
7,12.16,9500,7,140.0,12.16,101.5,Graduate
0,0.0,9556,7,133.1,0.0,101.5,Dropout
6,15.5,9773,7,130.0,14.33333333,126.2,Graduate
3,13.33333333,9070,3,128.0,11.83333333,129.8,Enrolled
6,12.5,9085,9,145.0,14.83333333,138.4,Enrolled
7,14.2,9500,9,146.0,14.2,129.3,Graduate
5,13.2,9085,3,119.0,12.2,113.1,Graduate
5,13.66666667,9853,10,160.0,13.0,144.3,Graduate
7,12.48571429,9500,3,144.0,12.48571429,141.0,Graduate
6,16.28571429,9085,4,130.0,17.0,130.0,Graduate
6,10.16666667,9238,7,122.0,10.8,117.5,Graduate
6,14.71666667,9500,9,153.0,14.71666667,131.8,Graduate
5,11.4,9085,5,147.0,13.5,133.7,Enrolled
7,11.97142857,9500,5,121.0,11.97142857,115.4,Enrolled
4,13.5,9085,5,134.0,12.0,129.1,Enrolled
6,11.66666667,8014,2,133.0,12.33333333,135.5,Graduate
6,13.875,9085,9,118.0,15.30769231,112.4,Graduate
6,12.66666667,9500,9,137.0,12.66666667,130.8,Graduate
8,14.44875,9500,5,143.0,14.368,131.6,Graduate
7,12.08428571,9500,1,123.0,12.08428571,140.8,Graduate
8,12.2,9085,9,140.0,12.25,140.0,Enrolled
5,11.6,9254,7,118.0,12.2,114.2,Enrolled
6,11.5,9238,7,142.0,11.0,127.3,Graduate
5,11.0,8014,7,115.0,12.8,115.0,Graduate
7,11.85714286,9500,5,131.0,11.85714286,118.8,Graduate
5,13.0,9254,9,130.0,12.28571429,125.0,Graduate
4,13.5,9853,0,133.1,12.33333333,111.5,Dropout
4,11.4,9238,7,134.0,11.25,124.2,Graduate
0,0.0,9238,99,130.0,0.0,130.0,Dropout
1,16.0,9070,2,133.1,16.0,120.0,Dropout
6,11.0,8014,99,114.0,11.66666667,110.0,Graduate
7,12.15,9556,8,130.0,12.4,113.3,Enrolled
8,11.8375,9556,8,128.0,10.74444444,123.5,Enrolled
0,0.0,9238,3,133.1,0.0,101.0,Dropout
4,12.5625,9500,10,133.1,12.0,120.9,Dropout
2,10.0,9085,9,140.0,12.75,154.6,Enrolled
2,11.0,9147,9,117.0,10.0,120.2,Enrolled
12,13.4173913,9500,8,139.0,13.4173913,146.5,Graduate
6,14.85714286,9773,6,159.0,15.16666667,160.1,Graduate
5,12.5,9003,5,140.0,13.83333333,150.0,Graduate
4,14.8,9085,90,140.0,13.33333333,135.8,Graduate
0,0.0,171,2,135.0,0.0,143.8,Enrolled
3,10.66666667,9853,7,121.0,11.66666667,116.8,Dropout
6,13.42857143,9085,3,124.0,15.0,113.9,Graduate
7,13.24285714,9500,9,131.0,13.24285714,118.0,Enrolled
2,12.5,9130,9,160.0,13.0,150.2,Dropout
7,12.05,9500,7,120.0,13.075,115.1,Graduate
6,13.66666667,9670,9,140.0,13.5,131.3,Graduate
6,12.33333333,9991,7,120.0,11.8,120.0,Graduate
5,11.8,9254,9,118.0,12.6,110.3,Enrolled
3,11.0,9853,90,133.1,12.16666667,100.0,Dropout
6,11.0,9238,9,111.0,12.16666667,110.7,Graduate
0,0.0,171,7,140.0,0.0,143.4,Dropout
8,13.2,9500,9,125.0,13.55714286,115.9,Graduate
4,11.8,9991,5,133.1,12.25,145.0,Enrolled
6,13.5,9070,7,136.0,14.33333333,140.9,Graduate
4,11.75,9773,5,115.0,10.5,108.4,Graduate
0,0.0,9773,5,116.0,0.0,114.3,Dropout
3,11.33333333,9853,7,110.0,12.75,110.0,Enrolled
4,11.0,9238,7,135.0,0.0,121.7,Enrolled
1,14.0,9147,9,131.0,14.0,123.7,Enrolled
8,15.0,9500,7,124.0,14.09333333,116.5,Graduate
6,13.16666667,9238,6,163.0,13.33333333,155.0,Graduate
7,12.07142857,9500,5,137.0,12.07142857,129.3,Graduate
6,12.5,9254,9,128.0,12.66666667,121.7,Graduate
5,12.0,9085,9,133.1,12.125,148.2,Enrolled
7,13.2575,9500,9,133.1,13.2,125.5,Graduate
8,14.51125,9500,7,148.0,14.15,131.9,Graduate
3,10.66666667,9853,7,127.0,13.5,121.8,Enrolled
0,0.0,9853,9,110.0,0.0,107.7,Dropout
3,11.4,9556,2,133.1,12.2,115.5,Dropout
5,14.0,9085,10,145.0,14.8,139.8,Graduate
5,11.4,9238,7,136.0,11.0,133.2,Graduate
0,0.0,9991,9,131.0,0.0,118.4,Enrolled
4,11.75,9085,7,138.0,14.0,123.3,Enrolled
6,13.0,8014,7,150.0,11.83333333,134.5,Graduate
5,11.8,9670,0,112.0,11.75,110.6,Graduate
8,12.0,9254,1,154.0,12.33333333,154.0,Graduate
6,11.83333333,9991,9,160.0,11.66666667,160.0,Dropout
4,11.5,9085,9,140.0,12.66666667,140.0,Enrolled
5,11.6,9853,6,150.0,12.25,132.5,Enrolled
4,13.5,9254,4,141.0,11.28571429,127.7,Graduate
0,0.0,9147,9,122.0,11.5,117.5,Dropout
4,12.25,9254,7,120.0,11.66666667,127.0,Graduate
7,13.51428571,9500,5,139.0,13.51428571,125.5,Graduate
6,13.71428571,9773,2,138.0,13.0,140.5,Graduate
4,10.25,9853,8,119.0,15.0,118.3,Enrolled
7,12.74428571,9500,5,129.0,12.74428571,120.8,Graduate
5,11.8,9147,154,133.1,11.75,95.0,Graduate
6,11.66666667,8014,6,125.0,12.16666667,122.2,Graduate
0,0.0,171,3,125.0,0.0,143.9,Enrolled
6,12.375,9070,9,137.0,13.4,127.2,Graduate
4,11.5,9238,7,123.0,11.8,120.2,Dropout
6,13.53333333,9500,9,154.0,13.53333333,134.8,Graduate
4,14.0,9254,9,144.0,14.16666667,142.6,Graduate
8,14.75555556,9500,8,153.0,14.65285714,147.9,Graduate
0,0.0,171,9,152.0,0.0,160.4,Dropout
5,13.0,9147,9,150.0,13.6,134.6,Graduate
4,13.25,9254,7,129.0,12.83333333,121.0,Graduate
6,15.16666667,9238,4,150.0,14.66666667,142.7,Graduate
6,14.66666667,9773,8,125.0,13.33333333,115.6,Graduate
5,11.4,9238,9,133.1,13.4,130.0,Graduate
8,15.6375,9500,6,140.0,13.3125,124.3,Graduate
0,0.0,171,6,140.0,0.0,137.9,Dropout
0,0.0,9773,3,133.1,0.0,100.0,Dropout
6,13.5,9773,3,132.0,12.33333333,128.2,Graduate
6,13.33333333,9773,7,135.0,13.5,135.0,Enrolled
6,11.83333333,9238,9,135.0,13.0,121.0,Graduate
0,0.0,9670,4,133.1,12.5,147.0,Dropout
6,16.0,9238,9,168.0,17.0,149.5,Graduate
6,13.0,9238,9,143.0,13.5,144.4,Graduate
6,11.83333333,9254,5,116.0,12.71428571,116.0,Graduate
8,13.92727273,9500,8,134.0,13.0,120.7,Graduate
6,13.5,9238,0,140.0,12.57142857,141.8,Graduate
6,11.5,8014,5,133.0,11.5,119.7,Dropout
6,13.28571429,9238,4,125.0,13.5,118.4,Graduate
5,13.0,8014,4,133.1,13.6,134.5,Enrolled
0,0.0,9085,5,133.1,12.0,128.2,Dropout
8,14.7375,9500,2,137.0,14.95,115.0,Graduate
4,12.0,9991,5,140.0,11.25,130.0,Enrolled
4,12.25,9670,4,134.0,10.66666667,120.7,Dropout
7,14.99285714,9500,5,139.0,14.99285714,130.5,Graduate
4,11.25,9147,5,113.0,10.5,107.4,Enrolled
3,11.0,9238,9,133.1,11.25,100.0,Enrolled
6,14.0,9773,9,132.0,12.33333333,125.0,Graduate
6,13.01666667,9500,7,127.0,13.01666667,121.5,Enrolled
2,11.5,9085,90,123.0,11.33333333,127.2,Dropout
6,14.66666667,9085,2,130.0,16.14285714,160.0,Graduate
5,13.83333333,9085,4,125.0,14.83333333,120.0,Graduate
7,13.32714286,9500,9,140.0,13.32714286,141.5,Dropout
2,11.5,9238,3,111.0,11.0,111.4,Dropout
6,10.375,9070,2,132.0,11.71428571,136.6,Enrolled
10,12.72727273,171,5,150.0,12.33333333,154.6,Dropout
0,0.0,9853,6,118.0,0.0,111.4,Dropout
8,11.25,9991,3,150.0,11.91666667,120.1,Dropout
6,11.0,8014,7,100.0,11.83333333,100.0,Graduate
3,11.66666667,9500,6,130.0,12.33333333,140.0,Dropout
10,14.2,9991,9,130.0,14.3,130.0,Graduate
5,11.832,9500,7,133.1,11.832,100.0,Dropout
0,0.0,9147,3,112.0,10.0,106.1,Dropout
5,11.6,9991,9,144.0,12.0,151.4,Graduate
0,0.0,9853,4,120.0,12.2,113.7,Dropout
4,11.25,9670,9,121.0,11.33333333,116.5,Dropout
9,12.55555556,8014,2,120.0,13.84615385,120.0,Dropout
